periodo;estu_consecutivo;estu_estudiante;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_calendario;cole_caracter;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_cod_depto_ubicacion;cole_cod_mcpio_ubicacion;cole_codigo_icfes;cole_depto_ubicacion;cole_genero;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;cole_sede_principal;desemp_ingles;estu_agregado;estu_cod_depto_presentacion;estu_cod_mcpio_presentacion;estu_cod_reside_depto;estu_cod_reside_mcpio;estu_depto_presentacion;estu_depto_reside;estu_etnia;estu_fechanacimiento;estu_genero;estu_grado;estu_inse_individual;estu_mcpio_presentacion;estu_mcpio_reside;estu_nacionalidad;estu_nse_individual;estu_pais_reside;estu_pilopaga;estu_privado_libertad;estu_tieneetnia;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_numlibros;fami_personashogar;fami_tieneautomovil;fami_tienecomputador;fami_tieneinternet;fami_tienelavadora;fami_tieneserviciotv;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas
20152;SB11201520024623;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;185001003534;185001003534;85;85001;82735;CASANARE;MIXTO;MAÑANA;YOPAL;OFICIAL;INST TEC EMPRESARIAL;INST TECNICO EMPRESARIAL;S;A1;S;85;85001;85;85001;CASANARE;CASANARE;;11/10/1998;F;11;54.29063;YOPAL;YOPAL;COLOMBIA;NSE3;COLOMBIA;NO;N;No;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;11 A 25 LIBROS;Seis;No;Si;Si;Si;Si;48;232;50;38;49;49
20152;SB11201520161202;ESTUDIANTE;TI;RURAL;N;A;TÉCNICO/ACADÉMICO;185001000268;285001004357;85;85001;31120;CASANARE;MIXTO;MAÑANA;YOPAL;OFICIAL;IE BRAULIO GONZALEZ;SEDE CAMPESTRE;N;A1;S;85;85001;85;85001;CASANARE;CASANARE;;03/02/1999;M;11;49.83952;YOPAL;YOPAL;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;11 A 25 LIBROS;Seis;No;Si;Si;Si;No;58;306;55;60;63;66
20152;SB11201520064295;ESTUDIANTE;TI;URBANO;;A;ACADÉMICO;385440000419;385440000419;85;85440;137273;CASANARE;MIXTO;SABATINA;VILLANUEVA;NO OFICIAL;INCETEC INSTITUTO CENTRALIZADO DE ESTUDIOS TECNICOS;INCETEC INSTITUTO CENTRALIZADO DE ESTUDIOS TECNICOS;S;A1;S;85;85440;85;85440;CASANARE;CASANARE;;07/06/1997;M;26;53.146988;VILLANUEVA;VILLANUEVA;COLOMBIA;NSE3;COLOMBIA;NO;N;No;Dos;Educación profesional completa;Primaria completa;Estrato 2;11 A 25 LIBROS;Tres;Si;Si;Si;Si;Si;55;268;50;54;57;50
20152;SB11201520322628;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;285410000649;285410000649;85;85410;114017;CASANARE;MIXTO;MAÑANA;TAURAMENA;OFICIAL;IE EL CUSIANA;EL CUSIANA;S;A-;S;85;85410;85;85410;CASANARE;CASANARE;;30/10/1998;M;11;46.02919;TAURAMENA;TAURAMENA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Tres;Primaria incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;0 A 10 LIBROS;Cuatro;No;Si;No;Si;Si;44;214;44;43;40;44
20152;SB11201520525543;ESTUDIANTE;TI;RURAL;N;A;TÉCNICO;285250000582;285250000582;85;85250;142448;CASANARE;MIXTO;MAÑANA;PAZ DE ARIPORO;OFICIAL;INST TEC EMPRESARIAL DEL NORTE DE CASANARE ITENCA;TECNICO EMPRESARIAL DEL NORTE DE CASANARE ITENCA;S;A-;N;85;85250;85;85250;CASANARE;CASANARE;;10/08/1997;M;26;45.46508;PAZ DE ARIPORO;PAZ DE ARIPORO;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Dos;Educación profesional completa;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;Seis;No;Si;No;No;No;51;222;41;49;35;44
20152;SB11201520123212;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;185139000391;185139000391;85;85139;31021;CASANARE;MIXTO;MAÑANA;MANI;OFICIAL;IE JESUS BERNAL PINZON;JESUS BERNAL PINZON;S;A1;S;85;85139;85;85139;CASANARE;CASANARE;;03/08/1999;F;11;61.24786;MANI;MANI;COLOMBIA;NSE3;COLOMBIA;NO;N;No;Tres;Educación profesional completa;Educación profesional completa;Estrato 2;26 A 100 LIBROS;Cuatro;Si;Si;Si;Si;Si;55;300;55;65;60;62
20152;SB11201520126828;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;485001003775;485001003775;85;85001;104240;CASANARE;MIXTO;COMPLETA;YOPAL;NO OFICIAL;GIMNASIO DE LOS LLANOS;GIMN DE LOS LLANOS;S;B1;S;85;85001;85;85001;CASANARE;CASANARE;Ninguno;29/03/1999;M;11;60.461071;YOPAL;YOPAL;COLOMBIA;NSE3;COLOMBIA;NO;N;No;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 4;MÁS DE 100 LIBROS;Tres;Si;Si;Si;Si;Si;80;357;82;62;72;68
20152;SB11201520109308;ESTUDIANTE;CR;URBANO;N;A;TÉCNICO/ACADÉMICO;185001001744;185001001744;85;85001;106898;CASANARE;MIXTO;MAÑANA;YOPAL;OFICIAL;IE LUCILA PIRAGAUTA;LUCILA PIRAGAUTA;S;A1;S;85;85001;85;85001;CASANARE;CASANARE;;14/08/1996;F;11;38.764614;YOPAL;YOPAL;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;11 A 25 LIBROS;Cuatro;No;No;No;No;Si;49;227;49;38;46;47
20152;SB11201520119583;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;185001001744;185001001744;85;85001;106898;CASANARE;MIXTO;MAÑANA;YOPAL;OFICIAL;IE LUCILA PIRAGAUTA;LUCILA PIRAGAUTA;S;A-;S;85;85001;85;85001;CASANARE;CASANARE;;03/08/1997;F;11;50.74287;YOPAL;YOPAL;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Tres;Técnica o tecnológica incompleta;Secundaria (Bachillerato) completa;Estrato 1;11 A 25 LIBROS;Tres;No;Si;Si;Si;Si;46;215;41;42;42;43
20152;SB11201520006482;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;185001003534;185001003534;85;85001;82735;CASANARE;MIXTO;MAÑANA;YOPAL;OFICIAL;INST TEC EMPRESARIAL;INST TECNICO EMPRESARIAL;S;A-;S;85;85001;85;85001;CASANARE;CASANARE;;27/09/1998;F;11;48.067139;YOPAL;YOPAL;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Seis;Primaria incompleta;Primaria incompleta;Estrato 1;26 A 100 LIBROS;Diez;No;Si;Si;Si;Si;60;297;44;67;54;62
