periodo;estu_consecutivo;estu_estudiante;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_calendario;cole_caracter;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_cod_depto_ubicacion;cole_cod_mcpio_ubicacion;cole_codigo_icfes;cole_depto_ubicacion;cole_genero;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;cole_sede_principal;desemp_c_naturales;desemp_ingles;desemp_lectura_critica;desemp_matematicas;desemp_sociales_ciudadanas;estu_agregado;estu_cod_depto_presentacion;estu_cod_mcpio_presentacion;estu_cod_reside_depto;estu_cod_reside_mcpio;estu_dedicacioninternet;estu_dedicacionlecturadiaria;estu_depto_presentacion;estu_depto_reside;estu_discapacidad;estu_etnia;estu_fechanacimiento;estu_genero;estu_grado;estu_horassemanatrabaja;estu_inse_individual;estu_mcpio_presentacion;estu_mcpio_reside;estu_nacionalidad;estu_nse_establecimiento;estu_nse_individual;estu_pais_reside;estu_privado_libertad;estu_repite;estu_tieneetnia;estu_tiporemuneracion;fami_comecarnepescadohuevo;fami_comecerealfrutoslegumbre;fami_comelechederivados;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_numlibros;fami_personashogar;fami_situacioneconomica;fami_tieneautomovil;fami_tienecomputador;fami_tieneconsolavideojuegos;fami_tienehornomicroogas;fami_tieneinternet;fami_tienelavadora;fami_tienemotocicleta;fami_tieneserviciotv;fami_trabajolabormadre;fami_trabajolaborpadre;percentil_c_naturales;percentil_global;percentil_ingles;percentil_lectura_critica;percentil_matematicas;percentil_sociales_ciudadanas;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas;estu_grupoetnia;fami_numhermanos;estu_comunidadcampesina;estu_numhijos;estu_horastrabnoremu;fami_posicionhermanos;estu_tiempocasaacole;estu_desplazacolegio
20252;SB11202530596020;ESTUDIANTE;TI;RURAL;N;A;TÉCNICO;286568005083;286568005083;86;86568;742379;PUTUMAYO;MIXTO;UNICA;PUERTO ASÍS;OFICIAL;IE RUR ECOLOGICO EL CUEMBI;COL ECOLOGICO EL CUEMBI;S;2;;3;3;2;S;86;86568;;;30 minutos o menos;30 minutos o menos;PUTUMAYO;;N;;20/12/2008;F;11;0;;PUERTO ASÍS;;COLOMBIA;2;;COLOMBIA;N;0;;No;Todos o casi todos los días;Todos o casi todos los días;1 o 2 veces por semana;Dos;Primaria incompleta;Secundaria (Bachillerato) incompleta;Sin Estrato;11 A 25 LIBROS;3 a 4;Mejor;No;Si;No;Si;No;No;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;49;;;44;54;51;50;258;;53;55;48;NEGRO AFRODESCENDIENTE;;;;;;;
20252;SB11202530404137;ESTUDIANTE;TI;RURAL;;A;ACADÉMICO;286320000395;286320000395;86;86320;751800;PUTUMAYO;MIXTO;UNICA;ORITO;OFICIAL;IE RUR ANTONIO NARIÑO;COL ANTONIO NARIÑO;S;2;A-;2;3;1;S;86;86320;86;86320;Entre 1 y 3 horas;Entre 30 y 60 minutos;PUTUMAYO;PUTUMAYO;N;;17/11/2008;M;11;Entre 11 y 20 horas;48.624325;ORITO;ORITO;COLOMBIA;2;2;COLOMBIA;N;0;;Si, en efectivo;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Tres;Secundaria (Bachillerato) incompleta;Primaria incompleta;Sin Estrato;0 A 10 LIBROS;5 a 6;Mejor;Si;Si;No;Si;Si;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;20;30;13;31;57;25;41;226;39;49;55;38;NINGUNO;1;SI;0;0;El/La mayor;Menos de 15 minutos;En transporte escolar o particular
20252;SB11202530495451;ESTUDIANTE;TI;RURAL;N;A;TÉCNICO/ACADÉMICO;286568003072;286568003072;86;86568;783845;PUTUMAYO;MIXTO;UNICA;PUERTO ASÍS;OFICIAL;IER PUERTO VEGA;I.E.R. PUERTO VEGA - SEDE PRINCIPAL;S;1;A1;2;2;1;S;86;86568;86;86568;30 minutos o menos;30 minutos o menos;PUTUMAYO;PUTUMAYO;N;;14/08/2008;M;11;Entre 11 y 20 horas;46.22644;PUERTO ASÍS;PUERTO ASÍS;COLOMBIA;2;2;COLOMBIA;N;0;;No;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;0 A 10 LIBROS;1 a 2;Igual;No;No;No;No;Si;Si;No;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Trabaja por cuenta propia (por ejemplo plomero, electricista);13;17;39;8;32;19;38;203;48;39;47;36;NINGUNO;0;SI;0;Menos de 10 horas;;Entre 30 minutos y una hora;En transporte escolar o particular
20252;SB11202530365217;ESTUDIANTE;TI;RURAL;;A;ACADÉMICO;286757000032;286757000032;86;86757;740316;PUTUMAYO;MIXTO;UNICA;SAN MIGUEL;OFICIAL;IE RUR PUERTO EL SOL;C.E.R. PUERTO EL SOL - SEDE PRINCIPAL;S;3;A1;2;3;2;S;86;86865;86;86757;Más de 3 horas;Entre 30 y 60 minutos;PUTUMAYO;PUTUMAYO;N;;20/08/2009;M;11;;60.358498;VALLE DEL GUAMUEZ;SAN MIGUEL;COLOMBIA;2;3;COLOMBIA;N;0;;;3 a 5 veces por semana;Todos o casi todos los días;Todos o casi todos los días;;Técnica o tecnológica incompleta;Primaria completa;Estrato 4;11 A 25 LIBROS;;;;;;;Si;;;Si;;;89;58;66;17;76;39;65;269;57;44;62;43;NINGUNO;1;SI;0;Menos de 10 horas;El/La mayor;Más de una hora;En transporte escolar o particular
20252;SB11202530101368;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;186568000567;186568000567;86;86568;19315;PUTUMAYO;MIXTO;MAÑANA;PUERTO ASÍS;OFICIAL;IE ALVERNIA;COL ALVERNIA;S;4;B+;4;4;4;S;86;86568;86;86568;Entre 30 y 60 minutos;Entre 30 y 60 minutos;PUTUMAYO;PUTUMAYO;N;;17/12/2009;F;11;0;62.014404;PUERTO ASÍS;PUERTO ASÍS;COLOMBIA;2;3;COLOMBIA;N;0;;No;Todos o casi todos los días;3 a 5 veces por semana;Todos o casi todos los días;Tres;Postgrado;Educación profesional completa;Estrato 1;MÁS DE 100 LIBROS;3 a 4;Peor;Si;Si;No;Si;Si;No;Si;No;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;99;100;99;96;100;98;76;384;81;72;84;74;NINGUNO;1;NO;0;0;El/La mayor;Menos de 15 minutos;En transporte escolar o particular
20252;SB11202530588046;ESTUDIANTE;CC;URBANA;N;A;TÉCNICO/ACADÉMICO;186865004059;186865004059;86;86865;170274;PUTUMAYO;MIXTO;NOCHE;VALLE DEL GUAMUEZ;OFICIAL;I.E. LA LIBERTAD;I.E. LA LIBERTAD - SEDE PRINCIPAL;S;3;A2;3;3;3;S;86;86865;86;86865;Entre 1 y 3 horas;Entre 1 y 2 horas;PUTUMAYO;PUTUMAYO;N;;05/02/2007;M;26;Entre 11 y 20 horas;50.350548;VALLE DEL GUAMUEZ;VALLE DEL GUAMUEZ;COLOMBIA;2;2;COLOMBIA;N;0;;No;1 o 2 veces por semana;Todos o casi todos los días;1 o 2 veces por semana;Dos;Educación profesional incompleta;Educación profesional incompleta;Estrato 2;0 A 10 LIBROS;5 a 6;Igual;No;No;No;No;Si;Si;Si;No;Es vendedor o trabaja en atención al público;No sabe;87;83;77;71;81;86;64;315;62;61;64;63;NINGUNO;1;NO;0;Entre 11 y 20 horas;El/La mayor;Menos de 15 minutos;En transporte escolar o particular
20252;SB11202530090160;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;186865004059;186865004059;86;86865;160440;PUTUMAYO;MIXTO;MAÑANA;VALLE DEL GUAMUEZ;OFICIAL;I.E. LA LIBERTAD;I.E. LA LIBERTAD - SEDE PRINCIPAL;S;3;A2;4;3;3;S;86;86865;86;86865;Entre 1 y 3 horas;Entre 30 y 60 minutos;PUTUMAYO;PUTUMAYO;N;;18/07/2008;M;11;;55.72686;VALLE DEL GUAMUEZ;VALLE DEL GUAMUEZ;COLOMBIA;2;3;COLOMBIA;N;0;;;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;;Primaria completa;Secundaria (Bachillerato) incompleta;Estrato 3;0 A 10 LIBROS;;;;;;;Si;;;Si;;;90;87;78;86;89;76;66;323;63;66;69;58;NINGUNO;1;SI;0;Menos de 10 horas;El/La mayor;Entre 15 y 30 minutos;En transporte escolar o particular
20252;SB11202530234125;ESTUDIANTE;TI;RURAL;;A;NO APLICA;286568003323;286568000430;86;86568;581074;PUTUMAYO;MIXTO;MAÑANA;PUERTO ASÍS;OFICIAL;I.E.R. SANTA ISABEL;ESC RUR MIX RUR ANCURA;N;2;A-;2;2;1;S;86;86568;86;86568;Más de 3 horas;No leo por entretenimiento;PUTUMAYO;PUTUMAYO;N;;03/01/2009;F;11;0;46.359703;PUERTO ASÍS;PUERTO ASÍS;COLOMBIA;1;2;COLOMBIA;N;0;;No;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Seis o mas;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 2;0 A 10 LIBROS;5 a 6;Igual;No;No;Si;Si;Si;Si;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;38;25;15;27;29;19;47;218;40;48;45;36;NINGUNO;0;SI;0;0;;Entre 30 minutos y una hora;En transporte escolar o particular
20252;SB11202530300403;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;186865003745;186865003745;86;86865;724104;PUTUMAYO;MIXTO;UNICA;VALLE DEL GUAMUEZ;OFICIAL;IE CIUDAD LA HORMIGA;COL CIUDAD LA HORMIGA;S;2;A1;3;3;2;S;86;86865;86;86865;Entre 1 y 3 horas;No leo por entretenimiento;PUTUMAYO;PUTUMAYO;N;;13/07/2009;M;11;Entre 11 y 20 horas;63.77737;VALLE DEL GUAMUEZ;VALLE DEL GUAMUEZ;COLOMBIA;2;3;COLOMBIA;N;0;;Si, en efectivo;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Cuatro;Educación profesional incompleta;Educación profesional incompleta;Estrato 3;0 A 10 LIBROS;3 a 4;Mejor;Si;Si;Si;Si;Si;Si;Si;Si;Es vendedor o trabaja en atención al público;Es vendedor o trabaja en atención al público;24;49;59;75;43;50;42;255;54;62;51;48;NINGUNO;1;NO;0;0;El/La mayor;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530303694;ESTUDIANTE;TI;URBANA;S;A;TÉCNICO/ACADÉMICO;186320000188;186320000188;86;86320;750505;PUTUMAYO;MIXTO;UNICA;ORITO;OFICIAL;IE SAN JOSE DE ORITO;COL SAN JOSE DE ORITO;S;3;A2;3;3;2;S;86;86320;86;86320;Entre 1 y 3 horas;Entre 30 y 60 minutos;PUTUMAYO;PUTUMAYO;N;;22/12/2007;M;11;0;48.380417;ORITO;ORITO;COLOMBIA;2;2;COLOMBIA;N;0;;No;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;0 A 10 LIBROS;3 a 4;Mejor;No;Si;No;No;Si;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;75;75;68;59;86;68;59;297;58;57;67;55;NINGUNO;1;NO;0;Menos de 10 horas;El/La mayor;Entre 15 y 30 minutos;Caminando o en bicicleta
20252;SB11202530166805;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;186865002927;186865002927;86;86865;719435;PUTUMAYO;MIXTO;UNICA;VALLE DEL GUAMUEZ;OFICIAL;IE VALLE DEL GUAMUEZ;COL AGROP VALLE DEL GUAMUEZ;S;1;A-;2;1;2;S;86;86865;86;86865;Entre 30 y 60 minutos;Entre 30 y 60 minutos;PUTUMAYO;PUTUMAYO;N;;28/11/2007;F;11;Menos de 10 horas;42.15387;VALLE DEL GUAMUEZ;VALLE DEL GUAMUEZ;COLOMBIA;2;2;COLOMBIA;N;0;;No;3 a 5 veces por semana;Nunca o rara vez comemos eso;1 o 2 veces por semana;Dos;Educación profesional completa;Primaria incompleta;;11 A 25 LIBROS;3 a 4;Peor;No;No;No;Si;No;No;No;No;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Es agricultor, pesquero o jornalero;15;16;8;29;7;39;39;202;36;48;33;43;NINGUNO;0;SI;0;0;;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530196817;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;186001002241;186001002241;86;86001;19307;PUTUMAYO;MIXTO;MAÑANA;MOCOA;OFICIAL;IE SANTA MARIA GORETTI;COL SANTA MARIA GORETTI;S;3;A1;3;3;2;S;86;86001;86;86001;Entre 30 y 60 minutos;Entre 1 y 2 horas;PUTUMAYO;PUTUMAYO;N;Inga;28/01/2008;F;11;0;71.999023;MOCOA;MOCOA;COLOMBIA;3;4;COLOMBIA;N;0;S;Si, en efectivo;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Cuatro;Educación profesional completa;Educación profesional completa;Estrato 2;MÁS DE 100 LIBROS;3 a 4;Mejor;Si;Si;Si;Si;Si;Si;Si;Si;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);68;63;63;55;59;65;56;277;56;56;56;53;INDIGENA;1;NO;0;0;El/La menor;Entre 15 y 30 minutos;Caminando o en bicicleta
20252;SB11202530298558;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;386568061022;386568061022;86;86568;88518;PUTUMAYO;MIXTO;SABATINA;PUERTO ASÍS;NO OFICIAL;COL SEMIPRESENCIAL SAN JUAN BOSCO;COL SEMIPRESENCIAL SAN JUAN BOSCO;S;1;A-;1;1;1;S;86;86568;86;86568;30 minutos o menos;30 minutos o menos;PUTUMAYO;PUTUMAYO;N;;12/05/2008;F;26;Entre 11 y 20 horas;43.664955;PUERTO ASÍS;PUERTO ASÍS;COLOMBIA;2;2;COLOMBIA;N;0;;No;1 o 2 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;0 A 10 LIBROS;3 a 4;Igual;No;No;No;Si;Si;Si;No;No;No sabe;Trabaja en el hogar, no trabaja o estudia;4;4;22;3;6;17;34;173;43;35;32;35;NINGUNO;1;NO;0;Menos de 10 horas;El/La mayor;Menos de 15 minutos;En bus o transporte público
20252;SB11202530490925;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;186760000104;186760000104;86;86760;744862;PUTUMAYO;MIXTO;UNICA;SANTIAGO;OFICIAL;INS EDUC TEC CIUDAD SANTIAGO;I.E. CIUDAD SANTIAGO - SEDE PRINCIPAL;S;3;A1;3;2;3;S;86;86749;86;86760;30 minutos o menos;Entre 30 y 60 minutos;PUTUMAYO;PUTUMAYO;N;Inga;29/09/2007;F;11;0;36.32016;SIBUNDOY;SANTIAGO;COLOMBIA;2;1;COLOMBIA;N;0;S;No;Todos o casi todos los días;3 a 5 veces por semana;3 a 5 veces por semana;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;11 A 25 LIBROS;3 a 4;Igual;No;No;No;No;No;No;No;No;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;68;61;51;53;42;73;56;273;52;56;50;57;INDIGENA;4 o más;SI;0;Menos de 10 horas;El/La menor;Entre 15 y 30 minutos;Caminando o en bicicleta
20252;SB11202530433888;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO;186573000354;186573000354;86;86573;740969;PUTUMAYO;MIXTO;UNICA;PUERTO LEGUÍZAMO;OFICIAL;IE JOSE MARIA HERNANDEZ;COL NAL JOSE MARIA HERNANDEZ;S;3;A1;4;3;3;S;86;86573;86;86573;Entre 30 y 60 minutos;Entre 30 y 60 minutos;PUTUMAYO;PUTUMAYO;N;;03/10/2008;F;11;Entre 11 y 20 horas;47.065441;PUERTO LEGUÍZAMO;PUERTO LEGUÍZAMO;COLOMBIA;2;2;COLOMBIA;N;0;;Si, en efectivo;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;11 A 25 LIBROS;3 a 4;Igual;No;No;No;No;No;Si;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);69;74;49;86;71;71;57;295;51;66;60;56;NINGUNO;0;NO;0;0;;Entre 15 y 30 minutos;Caminando o en bicicleta
20252;SB11202530520986;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;186001000248;186001000248;86;86001;767616;PUTUMAYO;MIXTO;UNICA;MOCOA;OFICIAL;IE FRAY PLACIDO;CENT EDUC FRAY PLACIDO;S;2;A2;3;3;1;S;86;86001;86;86001;Entre 1 y 3 horas;30 minutos o menos;PUTUMAYO;PUTUMAYO;N;;13/06/2008;F;11;0;41.850666;MOCOA;MOCOA;COLOMBIA;2;2;COLOMBIA;N;0;;No;1 o 2 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;Dos;Primaria incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;0 A 10 LIBROS;3 a 4;Mejor;No;No;No;No;Si;Si;No;No;Trabaja en el hogar, no trabaja o estudia;Trabaja por cuenta propia (por ejemplo plomero, electricista);51;61;68;72;85;28;51;273;58;61;66;39;NEGRO AFRODESCENDIENTE;3;NO;0;Menos de 10 horas;El/La mayor;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530120219;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;386749000452;386749000452;86;86749;31419;PUTUMAYO;MIXTO;MAÑANA;SIBUNDOY;OFICIAL;IE SEMINARIO MISIONAL;COL SEMINARIO  MISIONAL DE SIBUNDOY;S;4;A2;3;4;4;S;86;86749;86;86760;Entre 30 y 60 minutos;Entre 30 y 60 minutos;PUTUMAYO;PUTUMAYO;N;;05/02/2009;F;11;Menos de 10 horas;54.969479;SIBUNDOY;SANTIAGO;COLOMBIA;3;3;COLOMBIA;N;0;;No;Todos o casi todos los días;Nunca o rara vez comemos eso;1 o 2 veces por semana;Tres;Educación profesional completa;Técnica o tecnológica completa;Estrato 3;11 A 25 LIBROS;3 a 4;Igual;No;Si;No;No;Si;Si;Si;No;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Es agricultor, pesquero o jornalero;99;96;70;70;97;99;75;354;59;61;77;74;NINGUNO;1;SI;0;Menos de 10 horas;El/La menor;Entre 30 minutos y una hora;En transporte escolar o particular
20252;SB11202530054188;ESTUDIANTE;TI;RURAL;;A;ACADÉMICO;286320000379;286320000379;86;86320;749655;PUTUMAYO;MIXTO;UNICA;ORITO;OFICIAL;IER EL YARUMO;IER EL YARUMO - SEDE PRINCIPAL;S;1;A-;2;2;1;S;86;86320;86;86320;30 minutos o menos;30 minutos o menos;PUTUMAYO;PUTUMAYO;N;;22/08/2009;M;11;Menos de 10 horas;37.956436;ORITO;ORITO;COLOMBIA;2;1;COLOMBIA;N;0;;Si, en efectivo;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Tres;Primaria completa;Primaria incompleta;Sin Estrato;0 A 10 LIBROS;3 a 4;Igual;No;Si;No;Si;No;No;Si;No;Es agricultor, pesquero o jornalero;Es vendedor o trabaja en atención al público;6;19;14;26;40;16;35;208;40;47;50;35;NINGUNO;1;SI;0;Entre 11 y 20 horas;El/La menor;Entre 30 minutos y una hora;En transporte escolar o particular
20252;SB11202530592816;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;186573000371;186573000371;86;86573;34686;PUTUMAYO;MIXTO;NOCHE;PUERTO LEGUÍZAMO;OFICIAL;IE CANDIDO LEGUIZAMO;COL CANDIDO LEGUIZAMO;S;1;A-;2;3;1;S;86;86573;86;86573;Más de 3 horas;30 minutos o menos;PUTUMAYO;PUTUMAYO;N;;02/01/2008;M;26;Entre 11 y 20 horas;57.024414;PUERTO LEGUÍZAMO;PUERTO LEGUÍZAMO;COLOMBIA;2;3;COLOMBIA;N;0;;Si, en efectivo;Todos o casi todos los días;3 a 5 veces por semana;1 o 2 veces por semana;Tres;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;5 a 6;Mejor;Si;Si;Si;Si;Si;Si;Si;Si;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;12;27;20;24;58;22;38;220;42;46;56;37;NINGUNO;;;;;;;
20252;SB11202530400740;ESTUDIANTE;TI;URBANA;S;A;ACADÉMICO;186001000175;186001000175;86;86001;34579;PUTUMAYO;MIXTO;MAÑANA;MOCOA;OFICIAL;I.E. PIO XII;I.E. PIO XII - SEDE PRINCIAPL;S;3;A2;3;4;3;S;86;86001;86;86001;Entre 1 y 3 horas;30 minutos o menos;PUTUMAYO;PUTUMAYO;N;;08/04/2009;M;11;0;55.024319;MOCOA;MOCOA;COLOMBIA;2;3;COLOMBIA;N;0;;No;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;26 A 100 LIBROS;3 a 4;Peor;No;No;No;No;Si;Si;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja por cuenta propia (por ejemplo plomero, electricista);75;85;71;81;93;85;59;319;59;64;72;62;NINGUNO;2;NO;0;0;En medio;Menos de 15 minutos;En transporte escolar o particular
20252;SB11202530525506;ESTUDIANTE;CC;URBANA;N;A;TÉCNICO/ACADÉMICO;186001000248;186001000248;86;86001;767616;PUTUMAYO;MIXTO;UNICA;MOCOA;OFICIAL;IE FRAY PLACIDO;CENT EDUC FRAY PLACIDO;S;3;A2;3;3;3;S;86;86001;86;86001;Más de 3 horas;30 minutos o menos;PUTUMAYO;PUTUMAYO;N;;12/11/2006;M;11;0;58.551857;MOCOA;MOCOA;COLOMBIA;2;3;COLOMBIA;N;0;;No;Todos o casi todos los días;3 a 5 veces por semana;3 a 5 veces por semana;Tres;Educación profesional incompleta;Educación profesional completa;Estrato 1;26 A 100 LIBROS;5 a 6;Mejor;No;No;No;Si;Si;Si;Si;No;Es vendedor o trabaja en atención al público;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);81;81;69;77;76;84;61;308;58;63;62;62;NINGUNO;3;SI;0;Entre 21 y 30 horas;En medio;Entre 15 y 30 minutos;En transporte escolar o particular
20252;SB11202530266935;ESTUDIANTE;CC;URBANA;N;A;TÉCNICO/ACADÉMICO;186568000559;186568000559;86;86568;188946;PUTUMAYO;MIXTO;SABATINA;PUERTO ASÍS;OFICIAL;IE CIUDAD DE ASIS;COL DE BTO CIAL CIUDAD DE ASIS;S;2;A-;3;3;2;S;86;86568;86;86568;30 minutos o menos;30 minutos o menos;PUTUMAYO;PUTUMAYO;N;;20/03/2003;M;26;Entre 11 y 20 horas;36.26532;PUERTO ASÍS;PUERTO ASÍS;COLOMBIA;2;1;COLOMBIA;N;0;;Si, en efectivo;3 a 5 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;Dos;Primaria completa;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;1 a 2;Igual;No;No;No;No;No;No;No;No;Trabaja en el hogar, no trabaja o estudia;No sabe;60;53;17;37;69;50;54;262;41;51;60;48;NINGUNO;2;NO;0;0;El/La menor;Entre 30 minutos y una hora;Caminando o en bicicleta
20252;SB11202530433804;ESTUDIANTE;CC;URBANA;N;A;TÉCNICO/ACADÉMICO;186001000248;186001000248;86;86001;174037;PUTUMAYO;MIXTO;NOCHE;MOCOA;OFICIAL;IE FRAY PLACIDO;CENT EDUC FRAY PLACIDO;S;1;A1;2;3;1;S;86;86001;86;86001;30 minutos o menos;30 minutos o menos;PUTUMAYO;PUTUMAYO;N;;14/02/2004;M;26;Más de 30 horas;31.865108;MOCOA;MOCOA;COLOMBIA;2;1;COLOMBIA;N;0;;Si, en efectivo;1 o 2 veces por semana;Nunca o rara vez comemos eso;1 o 2 veces por semana;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;3 a 4;Igual;No;No;No;No;No;No;Si;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;18;28;42;26;45;23;40;222;49;47;51;38;NINGUNO;2;SI;0;Menos de 10 horas;El/La mayor;Entre 30 minutos y una hora;En transporte escolar o particular
20252;SB11202530190961;ESTUDIANTE;CC;URBANA;N;A;TÉCNICO/ACADÉMICO;186568000559;186568000559;86;86568;741686;PUTUMAYO;MIXTO;UNICA;PUERTO ASÍS;OFICIAL;IE CIUDAD DE ASIS;COL DE BTO CIAL CIUDAD DE ASIS;S;3;A1;3;3;3;S;86;86568;86;86568;Entre 1 y 3 horas;Entre 30 y 60 minutos;PUTUMAYO;PUTUMAYO;N;;10/03/2006;M;11;0;47.894138;PUERTO ASÍS;PUERTO ASÍS;COLOMBIA;2;2;COLOMBIA;N;0;;No;Todos o casi todos los días;3 a 5 veces por semana;Todos o casi todos los días;Dos;Primaria completa;Primaria completa;Estrato 1;0 A 10 LIBROS;3 a 4;Igual;No;No;No;No;Si;Si;Si;Si;No sabe;No sabe;72;76;59;69;81;75;58;299;54;60;65;58;NINGUNO;2;NO;0;0;El/La menor;Entre 15 y 30 minutos;En transporte escolar o particular
20252;SB11202530280828;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;286219000139;286219000139;86;86219;821322;PUTUMAYO;MIXTO;UNICA;COLÓN;OFICIAL;IER ALBERTO LEON ROJAS;I.E.R. ALBERTO LEON ROJAS - SEDE PRINCIPAL;S;2;A2;3;3;2;S;86;86749;86;86219;Entre 30 y 60 minutos;30 minutos o menos;PUTUMAYO;PUTUMAYO;N;;06/12/2008;M;11;Menos de 10 horas;45.068485;SIBUNDOY;COLÓN;COLOMBIA;2;2;COLOMBIA;N;0;;Si, en efectivo;Todos o casi todos los días;3 a 5 veces por semana;Todos o casi todos los días;Tres;No sabe;No sabe;Estrato 1;11 A 25 LIBROS;5 a 6;Igual;No;No;No;No;No;Si;Si;No;No sabe;No sabe;47;63;73;61;68;62;50;276;60;58;59;52;NINGUNO;4 o más;SI;0;0;En medio;Menos de 15 minutos;Caminando o en bicicleta
