periodo;estu_consecutivo;estu_estudiante;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_calendario;cole_caracter;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_cod_depto_ubicacion;cole_cod_mcpio_ubicacion;cole_codigo_icfes;cole_depto_ubicacion;cole_genero;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;cole_sede_principal;desemp_c_naturales;desemp_ingles;desemp_lectura_critica;desemp_matematicas;desemp_sociales_ciudadanas;estu_agregado;estu_cod_depto_presentacion;estu_cod_mcpio_presentacion;estu_cod_reside_depto;estu_cod_reside_mcpio;estu_dedicacioninternet;estu_dedicacionlecturadiaria;estu_depto_presentacion;estu_depto_reside;estu_discapacidad;estu_etnia;estu_fechanacimiento;estu_genero;estu_grado;estu_horassemanatrabaja;estu_inse_individual;estu_mcpio_presentacion;estu_mcpio_reside;estu_nacionalidad;estu_nse_establecimiento;estu_nse_individual;estu_pais_reside;estu_privado_libertad;estu_repite;estu_tieneetnia;estu_tiporemuneracion;fami_comecarnepescadohuevo;fami_comecerealfrutoslegumbre;fami_comelechederivados;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_numlibros;fami_personashogar;fami_situacioneconomica;fami_tieneautomovil;fami_tienecomputador;fami_tieneconsolavideojuegos;fami_tienehornomicroogas;fami_tieneinternet;fami_tienelavadora;fami_tienemotocicleta;fami_tieneserviciotv;fami_trabajolabormadre;fami_trabajolaborpadre;percentil_c_naturales;percentil_global;percentil_ingles;percentil_lectura_critica;percentil_matematicas;percentil_sociales_ciudadanas;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas;estu_grupoetnia;fami_numhermanos;estu_comunidadcampesina;estu_numhijos;estu_horastrabnoremu;fami_posicionhermanos;estu_tiempocasaacole;estu_desplazacolegio
20252;SB11202530051532;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;163130000157;163130000157;63;63130;734087;QUINDIO;MIXTO;UNICA;CALARCÁ;OFICIAL;INSTITUCION EDUCATIVA ROMAN MARIA VALENCIA;ROMAN MARIA VALENCIA;S;2;A-;2;2;2;S;63;63130;63;63130;Entre 1 y 3 horas;30 minutos o menos;QUINDIO;QUINDIO;N;;28/11/2007;F;11;0;48.455635;CALARCÁ;CALARCÁ;COLOMBIA;3;2;COLOMBIA;N;0;;No;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;1 o 2 veces por semana;Tres;Educación profesional completa;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;3 a 4;Igual;No;No;No;No;Si;Si;No;Si;No aplica;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);36;29;35;12;37;39;46;225;47;41;48;44;NINGUNO;2;NO;0;0;El/La mayor;Entre 15 y 30 minutos;Caminando o en bicicleta
20252;SB11202530366109;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;163130000190;163130000190;63;63130;669226;QUINDIO;MIXTO;UNICA;CALARCÁ;OFICIAL;INSTITUCION EDUCATIVA RAFAEL URIBE URIBE;RAFAEL URIBE URIBE;S;3;B1;3;3;3;S;63;63130;63;63130;;;QUINDIO;QUINDIO;N;;08/08/2008;M;11;Menos de 10 horas;;CALARCÁ;CALARCÁ;COLOMBIA;2;;COLOMBIA;N;0;;Si, en efectivo;;;;Tres;;;;;5 a 6;Igual;No;No;No;Si;;No;No;;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Es agricultor, pesquero o jornalero;70;84;94;74;85;89;57;316;75;62;66;64;NINGUNO;3;NO;0;Entre 11 y 20 horas;En medio;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530063904;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;363001001821;363001001821;63;63001;103762;QUINDIO;MIXTO;COMPLETA;ARMENIA;NO OFICIAL;COLEGIO CAMPESTRE DE ARMENIA S.A.S.;COLEGIO CAMPESTRE DE ARMENIA S.A.S;S;3;A1;4;3;3;S;63;63001;63;63001;;;QUINDIO;QUINDIO;N;;01/03/2008;M;11;;;ARMENIA;ARMENIA;COLOMBIA;4;;COLOMBIA;N;0;;;;;;;;;;;;;;;;;;;;;;;86;88;67;92;84;90;64;327;57;69;66;65;NINGUNO;1;NO;0;Más de 30 horas;El/La mayor;Entre 15 y 30 minutos;En transporte escolar o particular
20252;SB11202530261565;ESTUDIANTE;TI;RURAL;N;A;TÉCNICO/ACADÉMICO;263272000388;263272000388;63;63272;740878;QUINDIO;MIXTO;UNICA;FILANDIA;OFICIAL;INSTITUCION EDUCATIVA FRANCISCO MIRANDA;FRANCISCO MIRANDA;S;1;A-;1;2;1;S;63;63190;63;63272;Entre 1 y 3 horas;30 minutos o menos;QUINDIO;QUINDIO;N;;31/10/2008;M;11;Menos de 10 horas;49.015972;CIRCASIA;FILANDIA;COLOMBIA;2;2;COLOMBIA;N;0;;Si, en efectivo;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Dos;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 3;0 A 10 LIBROS;3 a 4;Mejor;Si;Si;No;No;Si;Si;Si;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;6;5;2;3;24;6;35;175;28;34;43;30;NINGUNO;2;SI;0;Menos de 10 horas;El/La menor;Entre 15 y 30 minutos;En transporte escolar o particular
20252;SB11202530064085;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;163001002941;163001002941;63;63001;734665;QUINDIO;MIXTO;UNICA;ARMENIA;OFICIAL;INSTITUCION EDUCATIVA CASD HERMOGENES MAZA;CASD HERMOGENES MAZA;S;3;B+;4;4;3;S;63;63001;63;63001;Más de 3 horas;No leo por entretenimiento;QUINDIO;QUINDIO;N;;30/12/2007;F;11;0;67.461151;ARMENIA;ARMENIA;COLOMBIA;3;4;COLOMBIA;N;0;;No;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Dos;Educación profesional completa;No sabe;Estrato 1;MÁS DE 100 LIBROS;1 a 2;Igual;No;Si;No;Si;Si;Si;No;Si;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);No sabe;93;96;98;88;97;96;68;356;80;67;77;70;NINGUNO;0;NO;0;Más de 30 horas;;Menos de 15 minutos;En bus o transporte público
20252;SB11202530289471;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;163401000026;163401000026;63;63401;669317;QUINDIO;MIXTO;UNICA;LA TEBAIDA;OFICIAL;INSTITUCION EDUCATIVA ANTONIO NARIÑO;ANTONIO NARIÑO;S;1;A1;2;3;2;S;63;63401;63;63401;Entre 1 y 3 horas;30 minutos o menos;QUINDIO;QUINDIO;N;;09/04/2008;M;11;Menos de 10 horas;52.278008;LA TEBAIDA;LA TEBAIDA;COLOMBIA;2;3;COLOMBIA;N;0;;Si, en efectivo;3 a 5 veces por semana;1 o 2 veces por semana;Todos o casi todos los días;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;0 A 10 LIBROS;3 a 4;Mejor;No;No;No;Si;Si;Si;Si;No;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es operario de máquinas o conduce vehículos (taxita, chofer);13;35;67;31;51;35;38;233;57;49;54;42;NINGUNO;3;NO;0;Menos de 10 horas;El/La mayor;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530220680;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;163001000299;163001000299;63;63001;730515;QUINDIO;MIXTO;UNICA;ARMENIA;OFICIAL;INSTITUCION EDUCATIVA TERESITA MONTES;TERESITA MONTES;S;4;B1;4;3;3;S;63;63001;63;63001;Entre 1 y 3 horas;30 minutos o menos;QUINDIO;QUINDIO;N;;27/03/2009;F;11;0;53.177422;ARMENIA;ARMENIA;COLOMBIA;3;3;COLOMBIA;N;0;;No;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Tres;Técnica o tecnológica completa;No sabe;Estrato 1;0 A 10 LIBROS;3 a 4;Peor;Si;Si;No;No;Si;Si;No;Si;Es vendedor o trabaja en atención al público;No sabe;98;93;90;91;89;86;73;342;71;68;69;63;NINGUNO;0;NO;0;0;;Entre 30 minutos y una hora;En bus o transporte público
20252;SB11202530469983;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;163001000345;163001000345;63;63001;252841;QUINDIO;MIXTO;UNICA;ARMENIA;OFICIAL;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL QUINDIO;ESCUELA NORMAL SUPERIOR;S;2;A2;4;3;4;S;63;63001;63;63001;;;QUINDIO;QUINDIO;N;;10/12/2008;M;11;0;;ARMENIA;ARMENIA;COLOMBIA;3;;COLOMBIA;N;0;;No;;;;Dos;;;;;1 a 2;Mejor;No;Si;Si;No;;Si;Si;;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);No sabe;65;92;81;99;89;96;55;337;64;76;69;71;NINGUNO;0;NO;0;Más de 30 horas;;Entre 15 y 30 minutos;En transporte escolar o particular
20252;SB11202530064400;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;163001002941;163001002941;63;63001;734665;QUINDIO;MIXTO;UNICA;ARMENIA;OFICIAL;INSTITUCION EDUCATIVA CASD HERMOGENES MAZA;CASD HERMOGENES MAZA;S;3;A2;4;4;3;S;63;63001;63;63001;Entre 1 y 3 horas;No leo por entretenimiento;QUINDIO;QUINDIO;N;;25/09/2008;M;11;0;75.322289;ARMENIA;ARMENIA;COLOMBIA;3;4;COLOMBIA;N;0;;No;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Dos;Postgrado;Postgrado;Estrato 3;11 A 25 LIBROS;1 a 2;Mejor;Si;Si;Si;No;Si;Si;No;Si;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);82;87;75;85;93;79;62;322;61;66;72;59;NINGUNO;1;NO;0;Más de 30 horas;El/La menor;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530064419;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;163001002941;163001002941;63;63001;734665;QUINDIO;MIXTO;UNICA;ARMENIA;OFICIAL;INSTITUCION EDUCATIVA CASD HERMOGENES MAZA;CASD HERMOGENES MAZA;S;2;A-;3;3;2;S;63;63001;63;63001;Entre 30 y 60 minutos;No leo por entretenimiento;QUINDIO;QUINDIO;N;;03/12/2008;M;11;0;55.254723;ARMENIA;ARMENIA;COLOMBIA;3;3;COLOMBIA;N;0;;No;Todos o casi todos los días;3 a 5 veces por semana;Todos o casi todos los días;Dos;Educación profesional incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;0 A 10 LIBROS;3 a 4;Igual;Si;Si;No;Si;Si;Si;No;No;Es vendedor o trabaja en atención al público;Trabaja en el hogar, no trabaja o estudia;51;64;37;68;69;68;51;279;47;60;60;55;NINGUNO;0;NO;0;Más de 30 horas;;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530225303;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;163401000140;163401000140;63;63401;709089;QUINDIO;MIXTO;UNICA;LA TEBAIDA;OFICIAL;INSTITUCION EDUCATIVA SANTA TERESITA;SANTA TERESITA;S;3;A-;4;3;3;S;63;63401;63;63401;Entre 30 y 60 minutos;Entre 1 y 2 horas;QUINDIO;QUINDIO;N;;02/03/2009;F;11;Entre 11 y 20 horas;51.586491;LA TEBAIDA;LA TEBAIDA;COLOMBIA;3;3;COLOMBIA;N;0;;Si, en efectivo;Todos o casi todos los días;1 o 2 veces por semana;1 o 2 veces por semana;Cuatro;Secundaria (Bachillerato) completa;Primaria completa;Estrato 2;11 A 25 LIBROS;5 a 6;Igual;No;Si;No;No;Si;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);78;85;38;93;85;88;60;319;47;70;67;64;NINGUNO;1;NO;0;0;El/La menor;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530064641;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;163594000389;163594000389;63;63594;739631;QUINDIO;MIXTO;UNICA;QUIMBAYA;OFICIAL;INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA;POLICARPA SALAVARRIETA;S;2;A1;3;3;2;S;63;63594;63;63594;;;QUINDIO;QUINDIO;N;;30/06/2008;M;11;Menos de 10 horas;;QUIMBAYA;QUIMBAYA;COLOMBIA;3;;COLOMBIA;N;0;;Si, en efectivo;;;;Dos;;;;;3 a 4;Igual;Si;No;No;No;;Si;No;;Trabaja en el hogar, no trabaja o estudia;Es vendedor o trabaja en atención al público;28;56;67;55;78;52;44;265;57;56;63;48;NINGUNO;0;NO;0;0;;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530547518;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;163001000434;163001000434;63;63001;669143;QUINDIO;MIXTO;UNICA;ARMENIA;OFICIAL;INSTITUCION EDUCATIVA NUESTRA SEÑORA DE BELEN;NUESTRA SEÓORA DE BELEN;S;2;A-;3;3;2;S;63;63001;63;63001;Más de 3 horas;30 minutos o menos;QUINDIO;QUINDIO;N;;06/09/2007;M;11;Menos de 10 horas;48.41806;ARMENIA;ARMENIA;COLOMBIA;3;2;COLOMBIA;N;0;;No;3 a 5 veces por semana;Nunca o rara vez comemos eso;1 o 2 veces por semana;Cinco;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 3;0 A 10 LIBROS;5 a 6;Mejor;No;No;No;No;Si;Si;No;No;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;58;54;33;37;74;44;53;262;46;51;62;46;NINGUNO;0;NO;0;0;;Entre 15 y 30 minutos;En bus o transporte público
20252;SB11202530551713;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;163001002046;163001002046;63;63001;171363;QUINDIO;MIXTO;SABATINA;ARMENIA;OFICIAL;INSTITUCION EDUCATIVA RUFINO JOSE CUERVO SUR;RUFINO JOSE CUERVO SUR;S;1;A1;2;2;1;S;63;63001;63;63001;Entre 1 y 3 horas;30 minutos o menos;QUINDIO;QUINDIO;N;;24/10/2007;F;26;0;51.550251;ARMENIA;ARMENIA;COLOMBIA;3;3;COLOMBIA;N;0;;No;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Dos;Primaria incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;0 A 10 LIBROS;1 a 2;Mejor;No;No;Si;Si;Si;Si;No;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;No sabe;16;22;58;28;27;16;39;212;54;48;44;35;NINGUNO;2;NO;0;Menos de 10 horas;El/La menor;Menos de 15 minutos;En transporte escolar o particular
20252;SB11202530064994;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;163594000389;163594000389;63;63594;739631;QUINDIO;MIXTO;UNICA;QUIMBAYA;OFICIAL;INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA;POLICARPA SALAVARRIETA;S;2;B1;3;3;2;S;63;63594;63;63594;Entre 1 y 3 horas;Entre 30 y 60 minutos;QUINDIO;QUINDIO;N;;24/02/2009;F;11;Menos de 10 horas;50.670361;QUIMBAYA;QUIMBAYA;COLOMBIA;3;2;COLOMBIA;N;0;;Si, en efectivo;Nunca o rara vez comemos eso;1 o 2 veces por semana;Todos o casi todos los días;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;0 A 10 LIBROS;3 a 4;Mejor;No;No;No;No;Si;Si;Si;Si;Es vendedor o trabaja en atención al público;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;54;66;89;57;75;57;52;282;70;57;62;50;NINGUNO;0;NO;0;0;;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530064732;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;163594000389;163594000389;63;63594;739631;QUINDIO;MIXTO;UNICA;QUIMBAYA;OFICIAL;INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA;POLICARPA SALAVARRIETA;S;4;B1;4;3;3;S;63;63594;63;63594;No Navega Internet;No leo por entretenimiento;QUINDIO;QUINDIO;N;;22/09/2008;M;11;0;71.982094;QUIMBAYA;QUIMBAYA;COLOMBIA;3;4;COLOMBIA;N;0;;Si, en efectivo;Todos o casi todos los días;3 a 5 veces por semana;Todos o casi todos los días;Dos;Educación profesional completa;Educación profesional completa;Estrato 5;11 A 25 LIBROS;3 a 4;Mejor;Si;Si;Si;Si;Si;Si;No;No;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);97;96;96;97;91;89;72;353;77;73;70;65;NINGUNO;0;SI;0;0;;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530064919;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;163594000389;163594000389;63;63594;739631;QUINDIO;MIXTO;UNICA;QUIMBAYA;OFICIAL;INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA;POLICARPA SALAVARRIETA;S;2;A1;2;3;2;S;63;63594;63;63594;Entre 30 y 60 minutos;30 minutos o menos;QUINDIO;QUINDIO;N;;13/08/2007;M;11;Entre 11 y 20 horas;53.092361;QUIMBAYA;QUIMBAYA;COLOMBIA;3;3;COLOMBIA;N;0;;Si, en efectivo;Todos o casi todos los días;3 a 5 veces por semana;1 o 2 veces por semana;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;0 A 10 LIBROS;3 a 4;Mejor;No;No;Si;Si;Si;Si;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);40;38;54;21;46;42;47;238;53;45;52;45;NINGUNO;0;NO;0;0;;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530079963;ESTUDIANTE;TI;URBANA;N;A;TÉCNICO/ACADÉMICO;163594000362;163594000362;63;63594;13268;QUINDIO;MIXTO;MAÑANA;QUIMBAYA;OFICIAL;INSTITUCION EDUCATIVA DE MERCADOTECNIA MARIA INMACULADA;MERCADOTECNIA MARIA INMACULADA;S;1;A-;2;1;1;S;63;63594;63;63594;Entre 30 y 60 minutos;30 minutos o menos;QUINDIO;QUINDIO;N;;19/06/2007;F;11;Menos de 10 horas;47.942787;QUIMBAYA;QUIMBAYA;COLOMBIA;3;2;COLOMBIA;N;0;;Si, en efectivo;1 o 2 veces por semana;3 a 5 veces por semana;Todos o casi todos los días;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;3 a 4;Mejor;Si;No;Si;Si;Si;Si;Si;Si;No aplica;Es agricultor, pesquero o jornalero;19;10;2;17;8;22;40;190;29;44;34;37;NINGUNO;3;SI;0;0;En medio;Entre 15 y 30 minutos;En bus o transporte público
20252;SB11202530064959;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;163594000389;163594000389;63;63594;739631;QUINDIO;MIXTO;UNICA;QUIMBAYA;OFICIAL;INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA;POLICARPA SALAVARRIETA;S;2;A2;3;2;3;S;63;63594;63;63594;Entre 1 y 3 horas;No leo por entretenimiento;QUINDIO;QUINDIO;N;;08/09/2008;F;11;0;63.511158;QUIMBAYA;QUIMBAYA;COLOMBIA;3;3;COLOMBIA;N;0;;No;Todos o casi todos los días;3 a 5 veces por semana;1 o 2 veces por semana;Seis o mas;Secundaria (Bachillerato) incompleta;Educación profesional completa;Estrato 4;11 A 25 LIBROS;5 a 6;Igual;Si;Si;No;Si;Si;Si;Si;Si;Pensionado;Pensionado;61;58;70;44;40;73;54;268;59;53;49;57;NINGUNO;0;NO;0;0;;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530064971;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;163594000389;163594000389;63;63594;739631;QUINDIO;MIXTO;UNICA;QUIMBAYA;OFICIAL;INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA;POLICARPA SALAVARRIETA;S;2;A2;3;3;2;S;63;63594;63;63594;;;QUINDIO;QUINDIO;N;;01/11/2008;F;11;0;;QUIMBAYA;QUIMBAYA;COLOMBIA;3;;COLOMBIA;N;0;;No;;;;Dos;;;;;3 a 4;Igual;;Si;No;No;;Si;No;;Es vendedor o trabaja en atención al público;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;28;61;73;64;66;68;44;273;60;59;59;55;NINGUNO;0;NO;0;0;;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530242361;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;163594000257;163594000257;63;63594;115519;QUINDIO;MIXTO;MAÑANA;QUIMBAYA;OFICIAL;INSTITUCION EDUCATIVA SIMON BOLIVAR;SIMON BOLIVAR;S;2;A1;3;2;2;S;63;63594;63;63594;Más de 3 horas;Entre 30 y 60 minutos;QUINDIO;QUINDIO;N;;02/01/2008;F;11;Entre 21 y 30 horas;49.436985;QUIMBAYA;QUIMBAYA;COLOMBIA;2;2;COLOMBIA;N;0;;Si, en efectivo;Todos o casi todos los días;3 a 5 veces por semana;3 a 5 veces por semana;Tres;No Aplica;Primaria incompleta;Estrato 1;0 A 10 LIBROS;5 a 6;Peor;No;No;No;Si;Si;Si;No;Si;Trabaja en el hogar, no trabaja o estudia;No aplica;36;47;48;60;30;61;46;252;50;58;46;52;NINGUNO;0;NO;0;Menos de 10 horas;;Entre 15 y 30 minutos;Caminando o en bicicleta
20252;SB11202530473021;ESTUDIANTE;PPT;URBANA;N;A;TÉCNICO/ACADÉMICO;163001002593;163001003662;63;63001;253393;QUINDIO;MIXTO;UNICA;ARMENIA;OFICIAL;INSTITUCION EDUCATIVA LA ADIELA;LA CECILIA;N;1;A1;3;2;2;S;63;63001;63;63001;30 minutos o menos;30 minutos o menos;QUINDIO;QUINDIO;N;;03/01/2007;M;11;0;51.716709;ARMENIA;ARMENIA;VENEZUELA;2;3;COLOMBIA;N;0;;No;Todos o casi todos los días;1 o 2 veces por semana;1 o 2 veces por semana;Tres;Técnica o tecnológica incompleta;Secundaria (Bachillerato) completa;Estrato 2;0 A 10 LIBROS;5 a 6;Mejor;No;No;No;No;Si;Si;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;2;22;48;38;20;41;31;212;51;51;41;44;NINGUNO;1;NO;0;0;El/La mayor;Entre 15 y 30 minutos;En transporte escolar o particular
20252;SB11202530173724;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;163401000093;163401000093;63;63401;733162;QUINDIO;MIXTO;SABATINA;LA TEBAIDA;OFICIAL;INSTITUCION EDUCATIVA INSTITUTO TEBAIDA;INST TEBAIDA;S;2;A1;2;2;1;N;63;63401;63;63401;Entre 1 y 3 horas;30 minutos o menos;QUINDIO;QUINDIO;S;;29/02/2008;M;26;Entre 21 y 30 horas;52.42453;LA TEBAIDA;LA TEBAIDA;COLOMBIA;2;3;COLOMBIA;N;0;;Si, en efectivo;Todos o casi todos los días;3 a 5 veces por semana;Nunca o rara vez comemos eso;Tres;Secundaria (Bachillerato) completa;No sabe;Estrato 1;0 A 10 LIBROS;3 a 4;Peor;No;Si;Si;Si;Si;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;49;23;45;20;16;15;50;214;50;45;39;35;NINGUNO;3;NO;0;0;En medio;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530219704;ESTUDIANTE;CC;URBANO;;A;TÉCNICO/ACADÉMICO;163401000298;163401000298;63;63401;707422;QUINDIO;MIXTO;UNICA;LA TEBAIDA;OFICIAL;INSTITUCION EDUCATIVA PEDACITO DE CIELO ALVARO URIBE VELEZ;PEDACITO DE CIELO - SEDE PRINCIPAL;S;2;;2;2;1;N;63;63401;63;63401;Entre 1 y 3 horas;No leo por entretenimiento;QUINDIO;QUINDIO;S;;15/05/2006;F;11;0;40.758442;LA TEBAIDA;LA TEBAIDA;COLOMBIA;2;1;COLOMBIA;N;0;;No;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Uno;Técnica o tecnológica completa;No sabe;Estrato 1;0 A 10 LIBROS;1 a 2;Mejor;No;No;No;No;Si;Si;Si;No;Trabaja en el hogar, no trabaja o estudia;No sabe;39;;;8;27;18;47;208;;39;44;36;NINGUNO;1;NO;0;0;El/La mayor;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530075923;ESTUDIANTE;TI;URBANA;;A;NO APLICA;363001002533;363001002533;63;63001;621920;QUINDIO;MIXTO;COMPLETA;ARMENIA;NO OFICIAL;LICEO MIGUEL DE CERVANTES SAAVEDRA;LICEO MIGUEL DE CERVANTES SAAVEDRA;S;1;A1;3;3;2;S;63;63001;63;63001;Entre 1 y 3 horas;No leo por entretenimiento;QUINDIO;QUINDIO;N;;10/08/2008;M;11;0;59.46537;ARMENIA;ARMENIA;COLOMBIA;3;3;COLOMBIA;N;0;;No;3 a 5 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;Cuatro;No sabe;Técnica o tecnológica incompleta;Estrato 3;11 A 25 LIBROS;3 a 4;Igual;No;Si;Si;Si;Si;Si;No;Si;Es operario de máquinas o conduce vehículos (taxita, chofer);No sabe;10;48;51;72;46;63;37;254;51;61;52;53;NINGUNO;2;NO;0;0;En medio;Menos de 15 minutos;Caminando o en bicicleta
20252;SB11202530065202;ESTUDIANTE;TI;URBANA;N;A;ACADÉMICO;163594000389;163594000389;63;63594;739631;QUINDIO;MIXTO;UNICA;QUIMBAYA;OFICIAL;INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA;POLICARPA SALAVARRIETA;S;1;A2;2;3;1;S;63;63594;63;63594;Entre 30 y 60 minutos;30 minutos o menos;QUINDIO;QUINDIO;N;;11/05/2008;F;11;0;49.039959;QUIMBAYA;QUIMBAYA;COLOMBIA;3;2;COLOMBIA;N;0;;No;Todos o casi todos los días;Nunca o rara vez comemos eso;3 a 5 veces por semana;Dos;Secundaria (Bachillerato) completa;Técnica o tecnológica completa;Estrato 1;0 A 10 LIBROS;3 a 4;Peor;No;No;No;Si;Si;Si;No;Si;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;1;23;70;35;54;21;25;214;59;50;54;37;NINGUNO;0;NO;0;0;;Menos de 15 minutos;Caminando o en bicicleta
